
-----------------------------------------------------------------------------
Status                        Initial             Final
CH3CH2CH2CH2O                 0.000000e+00        0.000000e+00
CH3CH2CH2CHOH                 0.000000e+00        0.000000e+00
CH3CHCH2CH2OH                 0.000000e+00        0.000000e+00
N2C4H9OH                      0.000000e+00        9.729818e-25
CH2CH2CHOHCH3                 0.000000e+00        0.000000e+00
CH3CH2CHOHCH2                 0.000000e+00        0.000000e+00
CH3CHCHOHCH3                  0.000000e+00        2.146006e-23
CH3CH2COHCH3                  0.000000e+00        1.213695e-27
TC4H9OH                       0.000000e+00        0.000000e+00
RTC4H8OH                      0.000000e+00        0.000000e+00
IC4H9OH                       0.000000e+00        2.701319e-24
CH3CHCH3CHOH                  0.000000e+00        9.731220e-27
CH3CCH2OHCH3                  0.000000e+00        2.862524e-25
CH2CHCH2OHCH3                 0.000000e+00        4.681993e-26
MEK                           0.000000e+00        1.411370e-20
C5H9OH                        0.000000e+00        0.000000e+00
C4H9CHO                       0.000000e+00        6.154669e-27
IC5H9OH                       0.000000e+00        0.000000e+00
IC4H9CHO                      0.000000e+00        0.000000e+00
RALD5X                        0.000000e+00        0.000000e+00
ALDC6                         0.000000e+00        4.253546e-31
RALD6X                        0.000000e+00        5.112257e-36
C5H11OH                       0.000000e+00        0.000000e+00
RPENT1OHA                     0.000000e+00        0.000000e+00
RPENT1OHB                     0.000000e+00        0.000000e+00
IC5H11OH                      0.000000e+00        0.000000e+00
RIPENTOHA                     0.000000e+00        0.000000e+00
RIPENTOHB                     0.000000e+00        0.000000e+00
C6H13OH                       0.000000e+00        1.470735e-32
RHEX1OHA                      0.000000e+00        1.640578e-34
RHEX1OHB                      0.000000e+00        2.641582e-33
NC3H7O2                       0.000000e+00        6.757059e-25
IC3H7O2                       0.000000e+00        0.000000e+00
C3H7OOH                       0.000000e+00        0.000000e+00
C3-OQOOH                      0.000000e+00        1.263750e-22
CHOCH2CHO                     0.000000e+00        7.116356e-20
CH2OHCH2CHO                   0.000000e+00        1.310357e-20
CH3CO2H                       0.000000e+00        1.411383e-16
HCO3                          0.000000e+00        1.457305e-15
HCO3H                         0.000000e+00        7.364782e-24
CH2OHCOCH3                    0.000000e+00        1.123545e-25
NC3-QOOH                      0.000000e+00        3.815638e-22
IC3-QOOH                      0.000000e+00        0.000000e+00
NC3-OOQOOH                    0.000000e+00        6.203776e-26
IC3-OOQOOH                    0.000000e+00        0.000000e+00
CH2COOH                       0.000000e+00        4.819553e-15
IC4-OQOOH                     0.000000e+00        0.000000e+00
NC4-OQOOH                     0.000000e+00        0.000000e+00
C4H9OOH                       0.000000e+00        3.289958e-34
C5EN-OQOOH-35                 0.000000e+00        0.000000e+00
NC5H10-O                      0.000000e+00        5.815661e-09
NC5-OQOOH                     0.000000e+00        0.000000e+00
NC5H11OOH                     0.000000e+00        0.000000e+00
NC4-QOOH                      0.000000e+00        1.281459e-28
NC4H9-OO                      0.000000e+00        1.139258e-26
IC4H9T-OO                     0.000000e+00        0.000000e+00
IC4T-QOOH                     0.000000e+00        0.000000e+00
IC4P-QOOH                     0.000000e+00        0.000000e+00
IC4H9P-OO                     0.000000e+00        0.000000e+00
NC4-OOQOOH                    0.000000e+00        1.018129e-32
IC4T-OOQOOH                   0.000000e+00        0.000000e+00
IC4P-OOQOOH                   0.000000e+00        0.000000e+00
C5EN-QOOH                     0.000000e+00        0.000000e+00
C5EN-OO                       0.000000e+00        0.000000e+00
C5EN-OOQOOH-35                0.000000e+00        0.000000e+00
NC5H12OO                      0.000000e+00        0.000000e+00
NC5-QOOH                      0.000000e+00        0.000000e+00
NC5-OOQOOH                    0.000000e+00        0.000000e+00
C4H6O2                        0.000000e+00        1.420916e-27
C4H8O                         0.000000e+00        1.196823e-07
C5H8O                         0.000000e+00        7.621014e-11
RNC3OHOOX                     0.000000e+00        2.241280e-21
QNC3OHOOX                     0.000000e+00        2.209224e-23
ZNC3OHOOX                     0.000000e+00        8.352359e-27
KEHYNC3OH                     0.000000e+00        2.766206e-28
C3OHCYETH                     0.000000e+00        6.854628e-10
RBU1OOX                       0.000000e+00        0.000000e+00
QBU1OOX                       0.000000e+00        0.000000e+00
ZBU1OOX                       0.000000e+00        0.000000e+00
KEHYBU1                       0.000000e+00        0.000000e+00
C4OHCYETH                     0.000000e+00        5.101362e-11
RPENT1OOX                     0.000000e+00        0.000000e+00
QPENT1OOX                     0.000000e+00        0.000000e+00
ZPENT1OOX                     0.000000e+00        0.000000e+00
KEHYP1OH                      0.000000e+00        0.000000e+00
C5OHCYETH                     0.000000e+00        4.503710e-13
RC6OHOOX                      0.000000e+00        6.425219e-37
QC6OHOOX                      0.000000e+00        1.168790e-38
ZC6OHOOX                      0.000000e+00        5.153077e-42
KEHYC6OH                      0.000000e+00        4.858050e-43
C6OHCYETH                     0.000000e+00        5.231176e-16
RALD3OO                       0.000000e+00        1.008907e-18
QALD3OO                       0.000000e+00        1.545310e-21
ZALD3OO                       0.000000e+00        2.936831e-24
ETC3H4O2                      0.000000e+00        1.499783e-08
KEA3B3L                       0.000000e+00        2.167310e-25
RALD4OOX                      0.000000e+00        1.845288e-28
QA4X                          0.000000e+00        1.468703e-30
ZA4X                          0.000000e+00        2.297165e-33
KEA4X                         0.000000e+00        3.204801e-34
ETALD4X                       0.000000e+00        2.863475e-12
CH3COCHO                      0.000000e+00        1.060954e-11
RALD5XOO                      0.000000e+00        0.000000e+00
QA5X                          0.000000e+00        0.000000e+00
ZA5X                          0.000000e+00        0.000000e+00
KEA5X                         0.000000e+00        0.000000e+00
RALD6XOO                      0.000000e+00        4.542806e-39
QA6X                          0.000000e+00        1.020719e-40
ZA6X                          0.000000e+00        1.516457e-43
KEA6X                         0.000000e+00        2.168630e-44
ETALD6X                       0.000000e+00        3.651003e-32
RIBALDGOO                     0.000000e+00        1.073163e-20
RIBALDBOO                     0.000000e+00        4.408905e-20
QIBALDG2                      0.000000e+00        1.938794e-19
QIBALDG3                      0.000000e+00        1.723811e-22
QIBALDB3                      0.000000e+00        1.059565e-19
ETIBALDGB                     0.000000e+00        6.343006e-08
ETIBALDGG                     0.000000e+00        8.599157e-11
ZIBALDG2                      0.000000e+00        4.792563e-22
ZIBALDG3                      0.000000e+00        3.146816e-25
ZIBALDB3                      0.000000e+00        2.634814e-22
KIA4G2                        0.000000e+00        8.421748e-23
C3H7COOH                      0.000000e+00        0.000000e+00
RBUTANOICA                    0.000000e+00        0.000000e+00
RBUTANOICB                    0.000000e+00        0.000000e+00
RBUTANOICC                    0.000000e+00        7.012900e-29
C4H9COOH                      0.000000e+00        3.039105e-28
RPENTANOICA                   0.000000e+00        0.000000e+00
RPENTANOICB                   0.000000e+00        0.000000e+00
RPENTANOICC                   0.000000e+00        0.000000e+00
RPENTANOICD                   0.000000e+00        0.000000e+00
C2H5CHCO                      0.000000e+00        6.011490e-31
C4H7COOH-1                    0.000000e+00        0.000000e+00
C3H5COOH-1                    0.000000e+00        1.000526e-21
C2H3COOH                      0.000000e+00        4.108247e-19
C3H7CHCO                      0.000000e+00        0.000000e+00
CH2CH2COOH                    0.000000e+00        8.428420e-25
RO2BUTANOIC                   0.000000e+00        0.000000e+00
QBUTANOIC                     0.000000e+00        0.000000e+00
ZBUTANOIC                     0.000000e+00        0.000000e+00
KBUTANOIC                     0.000000e+00        0.000000e+00
RO2PENTANOIC                  0.000000e+00        0.000000e+00
QPENTANOIC                    0.000000e+00        0.000000e+00
ZPENTANOIC                    0.000000e+00        0.000000e+00
KPENTANOIC                    0.000000e+00        0.000000e+00
ETMB583                       0.000000e+00        1.755508e-15
KEHYMB                        0.000000e+00        1.007727e-47
C7H15COCHO                    0.000000e+00        0.000000e+00
ALD9                          0.000000e+00        0.000000e+00
MEALD9                        0.000000e+00        0.000000e+00
ETEROMD                       0.000000e+00        0.000000e+00
MDKETO                        0.000000e+00        0.000000e+00
MEALDU12                      0.000000e+00        0.000000e+00
ETEROMPA                      0.000000e+00        0.000000e+00
KHMLIN1                       0.000000e+00        0.000000e+00
MLIN1OOH                      0.000000e+00        0.000000e+00
MLINOOH                       0.000000e+00        0.000000e+00
MSTEAKETO                     0.000000e+00        0.000000e+00
RMBOOX                        0.000000e+00        3.169788e-42
QMBOOX                        0.000000e+00        8.991450e-43
ZMBOOX                        0.000000e+00        6.201836e-47
QMDOOH                        0.000000e+00        0.000000e+00
RMDOOX                        0.000000e+00        0.000000e+00
ZMDOOH                        0.000000e+00        0.000000e+00
QMPAOOH                       0.000000e+00        0.000000e+00
RMPAOOX                       0.000000e+00        0.000000e+00
ZMPAOOH                       0.000000e+00        0.000000e+00
HEXENAL                       0.000000e+00        0.000000e+00
QMLIN1OOX                     0.000000e+00        0.000000e+00
RMLIN1OOX                     0.000000e+00        0.000000e+00
ZMLIN1OOX                     0.000000e+00        0.000000e+00
RMLIN1OH                      0.000000e+00        0.000000e+00
QMLINOOX                      0.000000e+00        0.000000e+00
RMLINOOX                      0.000000e+00        0.000000e+00
RMLIN1OHOO                    0.000000e+00        0.000000e+00
ZMLINOOX                      0.000000e+00        0.000000e+00
RMEOLEOOX                     0.000000e+00        0.000000e+00
QMEOLEOOH                     0.000000e+00        0.000000e+00
ZMEOLEOOX                     0.000000e+00        0.000000e+00
RMEOLEOH                      0.000000e+00        0.000000e+00
QMSTEAOOH                     0.000000e+00        0.000000e+00
RMSTEAOOX                     0.000000e+00        0.000000e+00
RMEOLEOHOO                    0.000000e+00        0.000000e+00
ZMSTEAOOH                     0.000000e+00        0.000000e+00
MACRIL                        0.000000e+00        7.837648e-23
MCROT                         0.000000e+00        0.000000e+00
MB                            0.000000e+00        0.000000e+00
ALDEST                        0.000000e+00        0.000000e+00
UME7                          0.000000e+00        0.000000e+00
UME10                         0.000000e+00        0.000000e+00
MD                            0.000000e+00        0.000000e+00
C12H18                        0.000000e+00        0.000000e+00
C12H22                        0.000000e+00        0.000000e+00
ALDINS                        0.000000e+00        0.000000e+00
U2ME12                        0.000000e+00        0.000000e+00
UME16                         0.000000e+00        0.000000e+00
MPA                           0.000000e+00        0.000000e+00
MLIN1                         0.000000e+00        0.000000e+00
MLINO                         0.000000e+00        0.000000e+00
MEOLE                         0.000000e+00        0.000000e+00
MSTEA                         0.000000e+00        0.000000e+00
RMP3                          0.000000e+00        2.980748e-35
RMCROTA                       0.000000e+00        0.000000e+00
RMBX                          0.000000e+00        5.008339e-38
RALDEST                       0.000000e+00        0.000000e+00
RUME7                         0.000000e+00        0.000000e+00
RME7                          0.000000e+00        0.000000e+00
RUME10                        0.000000e+00        0.000000e+00
RMDX                          0.000000e+00        0.000000e+00
RUME16                        0.000000e+00        0.000000e+00
RMPAX                         0.000000e+00        0.000000e+00
RMLIN1X                       0.000000e+00        0.000000e+00
RMLIN1A                       0.000000e+00        0.000000e+00
RMLINA                        0.000000e+00        0.000000e+00
RMLINX                        0.000000e+00        0.000000e+00
RMEOLES                       0.000000e+00        0.000000e+00
RMEOLEA                       0.000000e+00        0.000000e+00
RSTEAX                        0.000000e+00        0.000000e+00
MTBE                          0.000000e+00        0.000000e+00
ETBE                          0.000000e+00        0.000000e+00
DIPE                          0.000000e+00        0.000000e+00
TAME                          0.000000e+00        0.000000e+00
RMTBE                         0.000000e+00        0.000000e+00
RDIPE                         0.000000e+00        0.000000e+00
MTBE-O                        0.000000e+00        7.855141e-25
MTBE-OO                       0.000000e+00        0.000000e+00
MTBE-QOOH                     0.000000e+00        0.000000e+00
MTBE-OOQOOH                   0.000000e+00        0.000000e+00
MTBE-OQOOH                    0.000000e+00        0.000000e+00
NEOC5H10-O                    0.000000e+00        1.522690e-11
NEOC5-OQOOH                   0.000000e+00        0.000000e+00
NEOC5H11-OO                   0.000000e+00        0.000000e+00
NEOC5-QOOH                    0.000000e+00        0.000000e+00
NEOC5-OOQOOH                  0.000000e+00        0.000000e+00
CYC6-OO                       0.000000e+00        2.089440e-22
CYC6-QOOH-2                   0.000000e+00        6.191301e-22
CYC6-QOOH-3                   0.000000e+00        1.628734e-23
CYC6-QOOH-4                   0.000000e+00        1.006438e-24
